ID,DataRow ID,Labeled Data,Label,Created By,Project Name,Created At,Updated At,Seconds to Label,External ID,Agreement,Benchmark Agreement,Benchmark ID,Benchmark Reference ID,Dataset Name,Reviews,View Label
ckezhesj200003b5rswg7mqkp,ckezh7k3mp0kr0br67g6if7bj,https://storage.labelbox.com/ckcc2tzldaw1l0862rlfv4196%2F621d2ff5-c136-7f62-fe22-7426682cb6ac-MVIMG_20200911_164611.jpg?Expires=1601180956275&KeyName=labelbox-assets-key-1&Signature=Ix5TdwTh1BRU_xbkdZUGHdK924c,"{""objects"":[{""featureId"":""ckezhepbo01u70y717nkd1t45"",""schemaId"":""ckezhaj4i02wd0y926cu918vc"",""title"":""B22"",""value"":""b22"",""color"":""#FFFF00"",""bbox"":{""top"":1321,""left"":1626,""height"":779,""width"":674},""instanceURI"":""https://api.labelbox.com/masks/feature/ckezhepbo01u70y717nkd1t45?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NjMnR6bTlpeWZ3MDc3OXBjenF4NWtlIiwib3JnYW5pemF0aW9uSWQiOiJja2NjMnR6bGRhdzFsMDg2MnJsZnY0MTk2IiwiaWF0IjoxNTk5OTcxMzU2LCJleHAiOjE2MDI1NjMzNTZ9.ZNhX8QwYZQ0RmD2M8HvQfzrF14OnGvI21U49cp4uu2A""}],""classifications"":[]}",andrewjwalker251@gmail.com,lightbulbs,1599903795000,1599903921000,47.973,MVIMG_20200911_164611.jpg,-1,-1,,,first_light_bulb,[],https://editor.labelbox.com?project=ckezh0p9riwjg0708ynbnp76q&label=ckezhesj200003b5rswg7mqkp
ckezhfjdt00013b5rl8oq24bb,ckezh7k3mp0l30br647346ecs,https://storage.labelbox.com/ckcc2tzldaw1l0862rlfv4196%2Fbcd12e3d-184d-5604-232e-43da29eb6f40-MVIMG_20200911_164636.jpg?Expires=1601180956277&KeyName=labelbox-assets-key-1&Signature=VbEQEsIsYdVigDRwjK26_cXLiCE,"{""objects"":[{""featureId"":""ckezhf6dr00v70y7bfoc7f77u"",""schemaId"":""ckezhaj4i02wd0y926cu918vc"",""title"":""B22"",""value"":""b22"",""color"":""#FFFF00"",""bbox"":{""top"":1620,""left"":1071,""height"":933,""width"":899},""instanceURI"":""https://api.labelbox.com/masks/feature/ckezhf6dr00v70y7bfoc7f77u?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NjMnR6bTlpeWZ3MDc3OXBjenF4NWtlIiwib3JnYW5pemF0aW9uSWQiOiJja2NjMnR6bGRhdzFsMDg2MnJsZnY0MTk2IiwiaWF0IjoxNTk5OTcxMzU2LCJleHAiOjE2MDI1NjMzNTZ9.ZNhX8QwYZQ0RmD2M8HvQfzrF14OnGvI21U49cp4uu2A""}],""classifications"":[]}",andrewjwalker251@gmail.com,lightbulbs,1599903829000,1599904117000,24.604000000000003,MVIMG_20200911_164636.jpg,-1,-1,,,first_light_bulb,[],https://editor.labelbox.com?project=ckezh0p9riwjg0708ynbnp76q&label=ckezhfjdt00013b5rl8oq24bb
ckezhfsl900023b5rg8qfm6xh,ckezh7k3mp0lf0br6ecex7et2,https://storage.labelbox.com/ckcc2tzldaw1l0862rlfv4196%2Fe88d80f1-fb8f-f865-02a0-66e00125aeb8-MVIMG_20200911_164706.jpg?Expires=1601180956277&KeyName=labelbox-assets-key-1&Signature=K3-SrXZtdqCNbI35xOpmsdA3cRM,"{""objects"":[{""featureId"":""ckezhfrme00w10y7bhuur8fa8"",""schemaId"":""ckezhaj4i02wd0y926cu918vc"",""title"":""B22"",""value"":""b22"",""color"":""#FFFF00"",""bbox"":{""top"":1637,""left"":1204,""height"":625,""width"":695},""instanceURI"":""https://api.labelbox.com/masks/feature/ckezhfrme00w10y7bhuur8fa8?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NjMnR6bTlpeWZ3MDc3OXBjenF4NWtlIiwib3JnYW5pemF0aW9uSWQiOiJja2NjMnR6bGRhdzFsMDg2MnJsZnY0MTk2IiwiaWF0IjoxNTk5OTcxMzU2LCJleHAiOjE2MDI1NjMzNTZ9.ZNhX8QwYZQ0RmD2M8HvQfzrF14OnGvI21U49cp4uu2A""}],""classifications"":[]}",andrewjwalker251@gmail.com,lightbulbs,1599903841000,1599904118000,7.598,MVIMG_20200911_164706.jpg,-1,-1,,,first_light_bulb,[],https://editor.labelbox.com?project=ckezh0p9riwjg0708ynbnp76q&label=ckezhfsl900023b5rg8qfm6xh
ckezhg8zn00033b5r1n4gfdmv,ckezh7k3lp0ij0br6bvadd646,https://storage.labelbox.com/ckcc2tzldaw1l0862rlfv4196%2F1c8916fa-934e-6f4e-f07c-62003424a598-IMG_20200911_164514.jpg?Expires=1601180956278&KeyName=labelbox-assets-key-1&Signature=mov0oyczg_OiY9fUy-WzH_WJZ1w,"{""objects"":[{""featureId"":""ckezhg1di00wc0y7b50o083cs"",""schemaId"":""ckezhaj4i02wd0y926cu918vc"",""title"":""B22"",""value"":""b22"",""color"":""#FFFF00"",""bbox"":{""top"":1153,""left"":1248,""height"":440,""width"":572},""instanceURI"":""https://api.labelbox.com/masks/feature/ckezhg1di00wc0y7b50o083cs?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NjMnR6bTlpeWZ3MDc3OXBjenF4NWtlIiwib3JnYW5pemF0aW9uSWQiOiJja2NjMnR6bGRhdzFsMDg2MnJsZnY0MTk2IiwiaWF0IjoxNTk5OTcxMzU2LCJleHAiOjE2MDI1NjMzNTZ9.ZNhX8QwYZQ0RmD2M8HvQfzrF14OnGvI21U49cp4uu2A""}],""classifications"":[]}",andrewjwalker251@gmail.com,lightbulbs,1599903863000,1599904119000,11.006,IMG_20200911_164514.jpg,-1,-1,,,first_light_bulb,[],https://editor.labelbox.com?project=ckezh0p9riwjg0708ynbnp76q&label=ckezhg8zn00033b5r1n4gfdmv
ckezhgi2t00043b5r96nh0wc7,ckezh7k3lp0iv0br62zwj6ux3,https://storage.labelbox.com/ckcc2tzldaw1l0862rlfv4196%2Fda2f4192-4c1a-cf5c-f443-26aa513ff7aa-IMG_20200911_164718.jpg?Expires=1601180956280&KeyName=labelbox-assets-key-1&Signature=Tcj-VB-ZjyaJVpcHilbIG5WaNGo,"{""objects"":[{""featureId"":""ckezhgg4a02rs0y85hdxrgzxp"",""schemaId"":""ckezhaj4i02wd0y926cu918vc"",""title"":""B22"",""value"":""b22"",""color"":""#FFFF00"",""bbox"":{""top"":1329,""left"":1257,""height"":608,""width"":669},""instanceURI"":""https://api.labelbox.com/masks/feature/ckezhgg4a02rs0y85hdxrgzxp?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NjMnR6bTlpeWZ3MDc3OXBjenF4NWtlIiwib3JnYW5pemF0aW9uSWQiOiJja2NjMnR6bGRhdzFsMDg2MnJsZnY0MTk2IiwiaWF0IjoxNTk5OTcxMzU2LCJleHAiOjE2MDI1NjMzNTZ9.ZNhX8QwYZQ0RmD2M8HvQfzrF14OnGvI21U49cp4uu2A""}],""classifications"":[]}",andrewjwalker251@gmail.com,lightbulbs,1599903874000,1599904119000,5.989,IMG_20200911_164718.jpg,-1,-1,,,first_light_bulb,[],https://editor.labelbox.com?project=ckezh0p9riwjg0708ynbnp76q&label=ckezhgi2t00043b5r96nh0wc7
ckezhgpza00053b5rv70rwo0h,ckezh7k3lp0j70br683361g81,https://storage.labelbox.com/ckcc2tzldaw1l0862rlfv4196%2F2a477941-0946-c12b-3466-7d00e9237cca-MVIMG_20200911_164450.jpg?Expires=1601180956280&KeyName=labelbox-assets-key-1&Signature=Q38IVUJWASHD1-eG858ErMyzR68,"{""objects"":[{""featureId"":""ckezhgp5o01hb0z6v7qfg5zqg"",""schemaId"":""ckezhaj4i02wd0y926cu918vc"",""title"":""B22"",""value"":""b22"",""color"":""#FFFF00"",""bbox"":{""top"":880,""left"":1019,""height"":599,""width"":660},""instanceURI"":""https://api.labelbox.com/masks/feature/ckezhgp5o01hb0z6v7qfg5zqg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NjMnR6bTlpeWZ3MDc3OXBjenF4NWtlIiwib3JnYW5pemF0aW9uSWQiOiJja2NjMnR6bGRhdzFsMDg2MnJsZnY0MTk2IiwiaWF0IjoxNTk5OTcxMzU2LCJleHAiOjE2MDI1NjMzNTZ9.ZNhX8QwYZQ0RmD2M8HvQfzrF14OnGvI21U49cp4uu2A""}],""classifications"":[]}",andrewjwalker251@gmail.com,lightbulbs,1599903885000,1599904120000,14.711000000000002,MVIMG_20200911_164450.jpg,-1,-1,,,first_light_bulb,[],https://editor.labelbox.com?project=ckezh0p9riwjg0708ynbnp76q&label=ckezhgpza00053b5rv70rwo0h
ckezhhbuf00063b5rkawpumaw,ckezh7k3lp0jj0br6474adlgm,https://storage.labelbox.com/ckcc2tzldaw1l0862rlfv4196%2Ff4bd03ae-1e5e-ad21-9950-684b037ffe81-MVIMG_20200911_164501.jpg?Expires=1601180956280&KeyName=labelbox-assets-key-1&Signature=oum2m9cBe5WgxiQI5ckLqYNiCU0,"{""objects"":[{""featureId"":""ckezhh4d302sl0y859dhr3dbp"",""schemaId"":""ckezhaj4i02wd0y926cu918vc"",""title"":""B22"",""value"":""b22"",""color"":""#FFFF00"",""bbox"":{""top"":1681,""left"":1582,""height"":432,""width"":476},""instanceURI"":""https://api.labelbox.com/masks/feature/ckezhh4d302sl0y859dhr3dbp?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NjMnR6bTlpeWZ3MDc3OXBjenF4NWtlIiwib3JnYW5pemF0aW9uSWQiOiJja2NjMnR6bGRhdzFsMDg2MnJsZnY0MTk2IiwiaWF0IjoxNTk5OTcxMzU2LCJleHAiOjE2MDI1NjMzNTZ9.ZNhX8QwYZQ0RmD2M8HvQfzrF14OnGvI21U49cp4uu2A""}],""classifications"":[]}",andrewjwalker251@gmail.com,lightbulbs,1599903913000,1599904121000,6.191,MVIMG_20200911_164501.jpg,-1,-1,,,first_light_bulb,[],https://editor.labelbox.com?project=ckezh0p9riwjg0708ynbnp76q&label=ckezhhbuf00063b5rkawpumaw
ckezhhmv200073b5re4f8ehyv,ckezh7k3lp0jv0br6hrhebc75,https://storage.labelbox.com/ckcc2tzldaw1l0862rlfv4196%2F5924a355-8fe7-b13f-66f6-d0cb66d24dda-MVIMG_20200911_164522.jpg?Expires=1601180956281&KeyName=labelbox-assets-key-1&Signature=VjZgHXTvKmw9nqv8e6wlGGJ-C5I,"{""objects"":[{""featureId"":""ckezhhi0w01yn0y719zkk5wy0"",""schemaId"":""ckezhaj4i02wd0y926cu918vc"",""title"":""B22"",""value"":""b22"",""color"":""#FFFF00"",""bbox"":{""top"":2095,""left"":1979,""height"":388,""width"":369},""instanceURI"":""https://api.labelbox.com/masks/feature/ckezhhi0w01yn0y719zkk5wy0?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NjMnR6bTlpeWZ3MDc3OXBjenF4NWtlIiwib3JnYW5pemF0aW9uSWQiOiJja2NjMnR6bGRhdzFsMDg2MnJsZnY0MTk2IiwiaWF0IjoxNTk5OTcxMzU2LCJleHAiOjE2MDI1NjMzNTZ9.ZNhX8QwYZQ0RmD2M8HvQfzrF14OnGvI21U49cp4uu2A""}],""classifications"":[]}",andrewjwalker251@gmail.com,lightbulbs,1599903927000,1599904122000,10.016,MVIMG_20200911_164522.jpg,-1,-1,,,first_light_bulb,[],https://editor.labelbox.com?project=ckezh0p9riwjg0708ynbnp76q&label=ckezhhmv200073b5re4f8ehyv
ckezhhwby00083b5r34yzapbt,ckezh7k3mp0k70br6gmh23s9s,https://storage.labelbox.com/ckcc2tzldaw1l0862rlfv4196%2F41722582-2da0-36df-ed16-657b44b36af8-MVIMG_20200911_164546.jpg?Expires=1601180956281&KeyName=labelbox-assets-key-1&Signature=GCXQJ3_mEdNkfeO3Dl2n4SZnNTg,"{""objects"":[{""featureId"":""ckezhhuo602670y6s5d3oc1f3"",""schemaId"":""ckezhaj4i02wd0y926cu918vc"",""title"":""B22"",""value"":""b22"",""color"":""#FFFF00"",""bbox"":{""top"":1277,""left"":1133,""height"":211,""width"":238},""instanceURI"":""https://api.labelbox.com/masks/feature/ckezhhuo602670y6s5d3oc1f3?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NjMnR6bTlpeWZ3MDc3OXBjenF4NWtlIiwib3JnYW5pemF0aW9uSWQiOiJja2NjMnR6bGRhdzFsMDg2MnJsZnY0MTk2IiwiaWF0IjoxNTk5OTcxMzU2LCJleHAiOjE2MDI1NjMzNTZ9.ZNhX8QwYZQ0RmD2M8HvQfzrF14OnGvI21U49cp4uu2A""}],""classifications"":[]}",andrewjwalker251@gmail.com,lightbulbs,1599903939000,1599904122000,11.822,MVIMG_20200911_164546.jpg,-1,-1,,,first_light_bulb,[],https://editor.labelbox.com?project=ckezh0p9riwjg0708ynbnp76q&label=ckezhhwby00083b5r34yzapbt
ckezhi5n200093b5rf3y0fhfw,ckezh7k3mp0kj0br67hzt0g5l,https://storage.labelbox.com/ckcc2tzldaw1l0862rlfv4196%2Fb2b3775c-ad4c-18a2-73f5-da171bd0f5a1-MVIMG_20200911_164603.jpg?Expires=1601180956281&KeyName=labelbox-assets-key-1&Signature=zCRveT8d6TATRjRj7IM1NeBwKms,"{""objects"":[{""featureId"":""ckezhi4us039u0y92h1wsel5a"",""schemaId"":""ckezhaj4i02wd0y926cu918vc"",""title"":""B22"",""value"":""b22"",""color"":""#FFFF00"",""bbox"":{""top"":1954,""left"":1151,""height"":476,""width"":519},""instanceURI"":""https://api.labelbox.com/masks/feature/ckezhi4us039u0y92h1wsel5a?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2NjMnR6bTlpeWZ3MDc3OXBjenF4NWtlIiwib3JnYW5pemF0aW9uSWQiOiJja2NjMnR6bGRhdzFsMDg2MnJsZnY0MTk2IiwiaWF0IjoxNTk5OTcxMzU2LCJleHAiOjE2MDI1NjMzNTZ9.ZNhX8QwYZQ0RmD2M8HvQfzrF14OnGvI21U49cp4uu2A""}],""classifications"":[]}",andrewjwalker251@gmail.com,lightbulbs,1599903952000,1599904123000,5.17,MVIMG_20200911_164603.jpg,-1,-1,,,first_light_bulb,[],https://editor.labelbox.com?project=ckezh0p9riwjg0708ynbnp76q&label=ckezhi5n200093b5rf3y0fhfw
